100 1e-06
600 2e-06
1100 3e-06
1600 4e-06
2100 5e-06
2600 6e-06
3100 8e-06
3600 9e-06
4100 1e-05
4600 1e-05
5100 1.2e-05
5600 1.2e-05
6100 1.3e-05
6600 1.7e-05
7100 1.6e-05
7600 3.6e-05
8100 1.8e-05
8600 2e-05
9100 2e-05
9600 2.1e-05
10100 2.3e-05
10600 2.4e-05
11100 2.4e-05
11600 2.6e-05
12100 2.7e-05
12600 3.2e-05
13100 2.9e-05
13600 3e-05
14100 3.6e-05
14600 3.3e-05
15100 3.3e-05
15600 3.4e-05
16100 3.6e-05
16600 3.6e-05
17100 3.8e-05
17600 4e-05
18100 5e-05
18600 4.1e-05
19100 4.2e-05
19600 4.4e-05
20100 4.6e-05
20600 4.7e-05
21100 4.7e-05
21600 4.7e-05
22100 4.9e-05
22600 5e-05
23100 5.1e-05
23600 5.3e-05
24100 6.3e-05
24600 5.4e-05
25100 5.5e-05
25600 5.6e-05
26100 5.7e-05
26600 6.6e-05
27100 6e-05
27600 6.1e-05
28100 9.6e-05
28600 6.3e-05
29100 6.4e-05
29600 6.5e-05
